claim_id,pet_id,provider_id,month,region,provider_type,species,breed_group,age,complexity,condition,treatment,units,unit_price,paid,referred,vet_note,source
C0633022,P0272,VET-034,2025-07,metro,specialty,dog,small,2,2,gastroenteritis,consult,1,343.03,343.03,true,gastroenteritis; age 2; complexity 2; referral noted,synthetic-v1
C0633023,P0311,VET-034,2025-07,metro,specialty,dog,medium,9,1,dermatitis,medication,1,227.14,227.14,true,dermatitis; age 9; complexity 1; referral noted,synthetic-v1
C0633024,P1703,VET-034,2025-07,metro,specialty,dog,small,11,2,dermatitis,consult,2,384.62,769.25,true,dermatitis; age 11; complexity 2; repeat visit; referral noted,synthetic-v1
C0633025,P2218,VET-034,2025-07,metro,specialty,cat,mixed,14,0,otitis,cytology,1,206.87,206.87,true,otitis; age 14; complexity 0; repeat visit; referral noted,synthetic-v1
C0633026,P0340,VET-034,2025-07,metro,specialty,dog,small,10,0,otitis,cytology,1,167.08,167.08,true,otitis; age 10; complexity 0; referral noted,synthetic-v1
C0634000,P0865,VET-035,2025-07,regional,specialty,dog,small,10,1,dermatitis,consult,1,317.92,317.92,true,dermatitis; age 10; complexity 1; referral noted,synthetic-v1
C0634001,P2208,VET-035,2025-07,regional,specialty,dog,small,3,0,otitis,consult,1,262.29,262.29,true,otitis; age 3; complexity 0; repeat visit; referral noted,synthetic-v1
C0634002,P0173,VET-035,2025-07,regional,specialty,dog,small,9,1,dermatitis,medication,2,232.59,465.17,true,dermatitis; age 9; complexity 1; referral noted,synthetic-v1
C0634003,P0088,VET-035,2025-07,regional,specialty,cat,large,7,0,gastroenteritis,consult,1,268.77,268.77,true,gastroenteritis; age 7; complexity 0; referral noted,synthetic-v1
C0634004,P0070,VET-035,2025-07,regional,specialty,dog,medium,11,0,dermatitis,medication,1,232.50,232.50,true,dermatitis; age 11; complexity 0; referral noted,synthetic-v1
C0634005,P1327,VET-035,2025-07,regional,specialty,dog,mixed,5,0,otitis,cytology,2,177.73,355.47,true,otitis; age 5; complexity 0; repeat visit; referral noted,synthetic-v1
C0634006,P1742,VET-035,2025-07,regional,specialty,dog,large,13,2,gastroenteritis,pathology,2,454.33,908.67,true,gastroenteritis; age 13; complexity 2; referral noted,synthetic-v1
C0634007,P1756,VET-035,2025-07,regional,specialty,dog,medium,4,0,otitis,consult,1,231.16,231.16,true,otitis; age 4; complexity 0; referral noted,synthetic-v1
C0634008,P2178,VET-035,2025-07,regional,specialty,cat,small,3,0,gastroenteritis,pathology,2,318.19,636.38,true,gastroenteritis; age 3; complexity 0; referral noted,synthetic-v1
C0634009,P1312,VET-035,2025-07,regional,specialty,dog,large,6,0,otitis,cytology,1,154.10,154.10,true,otitis; age 6; complexity 0; referral noted,synthetic-v1
C0634010,P0068,VET-035,2025-07,regional,specialty,dog,medium,3,1,otitis,consult,1,267.37,267.37,true,otitis; age 3; complexity 1; referral noted,synthetic-v1
C0634011,P2306,VET-035,2025-07,regional,specialty,dog,mixed,9,1,dermatitis,consult,1,306.93,306.93,true,dermatitis; age 9; complexity 1; referral noted,synthetic-v1
C0634012,P0524,VET-035,2025-07,regional,specialty,dog,mixed,12,1,gastroenteritis,pathology,2,409.60,819.19,true,gastroenteritis; age 12; complexity 1; referral noted,synthetic-v1
C0634013,P1048,VET-035,2025-07,regional,specialty,dog,small,5,1,gastroenteritis,pathology,1,399.16,399.16,true,gastroenteritis; age 5; complexity 1; referral noted,synthetic-v1
C0634014,P0889,VET-035,2025-07,regional,specialty,dog,small,13,2,otitis,cytology,2,250.41,500.82,true,otitis; age 13; complexity 2; referral noted,synthetic-v1
C0634015,P1671,VET-035,2025-07,regional,specialty,cat,medium,12,1,otitis,consult,2,379.68,759.36,true,otitis; age 12; complexity 1; repeat visit; referral noted,synthetic-v1
C0634016,P0619,VET-035,2025-07,regional,specialty,dog,small,12,1,otitis,cytology,1,241.95,241.95,true,otitis; age 12; complexity 1; referral noted,synthetic-v1
C0634017,P0269,VET-035,2025-07,regional,specialty,cat,large,9,0,gastroenteritis,pathology,1,345.00,345.00,true,gastroenteritis; age 9; complexity 0; repeat visit; referral noted,synthetic-v1
C0634018,P1059,VET-035,2025-07,regional,specialty,dog,small,14,0,gastroenteritis,consult,1,355.44,355.44,true,gastroenteritis; age 14; complexity 0; referral noted,synthetic-v1
C0634019,P1041,VET-035,2025-07,regional,specialty,dog,small,6,1,gastroenteritis,consult,2,296.62,593.23,true,gastroenteritis; age 6; complexity 1; repeat visit; referral noted,synthetic-v1
C0634020,P1671,VET-035,2025-07,regional,specialty,cat,large,4,1,dermatitis,medication,1,266.73,266.73,true,dermatitis; age 4; complexity 1; referral noted,synthetic-v1
C0634021,P0485,VET-035,2025-07,regional,specialty,dog,large,4,0,dermatitis,consult,1,299.18,299.18,true,dermatitis; age 4; complexity 0; referral noted,synthetic-v1
C0634022,P1922,VET-035,2025-07,regional,specialty,dog,large,8,2,gastroenteritis,pathology,1,409.32,409.32,true,gastroenteritis; age 8; complexity 2; referral noted,synthetic-v1
C0635000,P0735,VET-036,2025-07,rural,specialty,dog,large,10,2,otitis,consult,1,397.33,397.33,true,otitis; age 10; complexity 2; referral noted,synthetic-v1
C0635001,P2277,VET-036,2025-07,rural,specialty,dog,mixed,6,0,otitis,consult,1,292.04,292.04,true,otitis; age 6; complexity 0; referral noted,synthetic-v1
C0635002,P1161,VET-036,2025-07,rural,specialty,dog,medium,11,1,gastroenteritis,consult,1,356.14,356.14,true,gastroenteritis; age 11; complexity 1; referral noted,synthetic-v1
C0635003,P0279,VET-036,2025-07,rural,specialty,dog,large,6,0,otitis,consult,1,285.93,285.93,true,otitis; age 6; complexity 0; referral noted,synthetic-v1
C0635004,P1410,VET-036,2025-07,rural,specialty,dog,large,6,1,otitis,cytology,1,191.55,191.55,true,otitis; age 6; complexity 1; referral noted,synthetic-v1
C0635005,P0010,VET-036,2025-07,rural,specialty,cat,large,12,1,dermatitis,consult,1,393.45,393.45,true,dermatitis; age 12; complexity 1; referral noted,synthetic-v1
C0635006,P1182,VET-036,2025-07,rural,specialty,cat,mixed,2,0,dermatitis,consult,2,318.61,637.21,true,dermatitis; age 2; complexity 0; referral noted,synthetic-v1
C0635007,P1405,VET-036,2025-07,rural,specialty,dog,large,9,0,gastroenteritis,pathology,1,381.78,381.78,true,gastroenteritis; age 9; complexity 0; repeat visit; referral noted,synthetic-v1
C0635008,P1153,VET-036,2025-07,rural,specialty,dog,medium,2,1,gastroenteritis,consult,1,314.52,314.52,true,gastroenteritis; age 2; complexity 1; referral noted,synthetic-v1
C0635009,P2185,VET-036,2025-07,rural,specialty,cat,medium,14,1,dermatitis,medication,1,331.36,331.36,true,dermatitis; age 14; complexity 1; referral noted,synthetic-v1
C0635010,P1908,VET-036,2025-07,rural,specialty,cat,mixed,8,0,gastroenteritis,pathology,1,387.51,387.51,true,gastroenteritis; age 8; complexity 0; referral noted,synthetic-v1
C0635011,P1429,VET-036,2025-07,rural,specialty,dog,small,12,1,gastroenteritis,pathology,1,449.30,449.30,true,gastroenteritis; age 12; complexity 1; repeat visit; referral noted,synthetic-v1
C0635012,P1604,VET-036,2025-07,rural,specialty,cat,mixed,6,2,dermatitis,medication,2,264.74,529.47,true,dermatitis; age 6; complexity 2; referral noted,synthetic-v1
C0635013,P0485,VET-036,2025-07,rural,specialty,dog,mixed,8,1,dermatitis,consult,1,352.25,352.25,true,dermatitis; age 8; complexity 1; referral noted,synthetic-v1
C0635014,P1581,VET-036,2025-07,rural,specialty,dog,medium,10,0,otitis,cytology,1,203.64,203.64,true,otitis; age 10; complexity 0; referral noted,synthetic-v1
C0700000,P1991,VET-001,2025-08,metro,gp,dog,small,5,0,dermatitis,consult,1,168.23,168.23,false,dermatitis; age 5; complexity 0; repeat visit; managed in setting,synthetic-v1
C0700001,P0096,VET-001,2025-08,metro,gp,dog,medium,14,0,gastroenteritis,pathology,1,237.75,237.75,false,gastroenteritis; age 14; complexity 0; managed in setting,synthetic-v1
C0700002,P0775,VET-001,2025-08,metro,gp,dog,large,5,0,gastroenteritis,consult,1,169.12,169.12,false,gastroenteritis; age 5; complexity 0; managed in setting,synthetic-v1
C0700003,P0302,VET-001,2025-08,metro,gp,dog,medium,3,1,otitis,cytology,1,106.74,106.74,false,otitis; age 3; complexity 1; managed in setting,synthetic-v1
C0700004,P0180,VET-001,2025-08,metro,gp,dog,medium,1,2,otitis,cytology,1,120.22,120.22,false,otitis; age 1; complexity 2; managed in setting,synthetic-v1
C0700005,P0869,VET-001,2025-08,metro,gp,cat,mixed,8,0,dermatitis,medication,1,135.36,135.36,true,dermatitis; age 8; complexity 0; referral noted,synthetic-v1
C0700006,P0225,VET-001,2025-08,metro,gp,dog,mixed,6,0,dermatitis,medication,1,136.35,136.35,false,dermatitis; age 6; complexity 0; managed in setting,synthetic-v1
C0700007,P0961,VET-001,2025-08,metro,gp,dog,medium,3,0,dermatitis,medication,1,121.78,121.78,false,dermatitis; age 3; complexity 0; managed in setting,synthetic-v1
C0700008,P1851,VET-001,2025-08,metro,gp,dog,small,14,0,gastroenteritis,consult,1,204.57,204.57,false,gastroenteritis; age 14; complexity 0; managed in setting,synthetic-v1
C0700009,P2133,VET-001,2025-08,metro,gp,dog,mixed,11,1,otitis,cytology,2,136.93,273.87,false,otitis; age 11; complexity 1; managed in setting,synthetic-v1
C0700010,P0556,VET-001,2025-08,metro,gp,dog,large,3,0,otitis,consult,1,155.43,155.43,false,otitis; age 3; complexity 0; managed in setting,synthetic-v1
C0700011,P1085,VET-001,2025-08,metro,gp,dog,large,13,0,dermatitis,medication,1,140.87,140.87,false,dermatitis; age 13; complexity 0; managed in setting,synthetic-v1
C0700012,P0991,VET-001,2025-08,metro,gp,dog,medium,3,1,gastroenteritis,pathology,1,191.36,191.36,false,gastroenteritis; age 3; complexity 1; managed in setting,synthetic-v1
C0700013,P0843,VET-001,2025-08,metro,gp,dog,medium,14,1,otitis,consult,1,203.58,203.58,false,otitis; age 14; complexity 1; managed in setting,synthetic-v1
C0700014,P0438,VET-001,2025-08,metro,gp,cat,small,1,1,dermatitis,consult,1,176.98,176.98,false,dermatitis; age 1; complexity 1; repeat visit; managed in setting,synthetic-v1
C0700015,P0402,VET-001,2025-08,metro,gp,dog,medium,14,0,dermatitis,medication,1,177.85,177.85,false,dermatitis; age 14; complexity 0; managed in setting,synthetic-v1
C0700016,P1937,VET-001,2025-08,metro,gp,cat,large,7,0,dermatitis,consult,1,143.03,143.03,false,dermatitis; age 7; complexity 0; managed in setting,synthetic-v1
C0700017,P0623,VET-001,2025-08,metro,gp,cat,large,11,0,otitis,cytology,1,99.48,99.48,false,otitis; age 11; complexity 0; managed in setting,synthetic-v1
C0700018,P2254,VET-001,2025-08,metro,gp,dog,medium,10,1,gastroenteritis,pathology,1,225.69,225.69,true,gastroenteritis; age 10; complexity 1; repeat visit; referral noted,synthetic-v1
C0701000,P2121,VET-002,2025-08,regional,gp,dog,large,9,0,otitis,cytology,1,119.79,119.79,true,otitis; age 9; complexity 0; referral noted,synthetic-v1
C0701001,P2310,VET-002,2025-08,regional,gp,cat,small,6,2,dermatitis,medication,2,167.02,334.03,true,dermatitis; age 6; complexity 2; referral noted,synthetic-v1
C0701002,P0420,VET-002,2025-08,regional,gp,dog,small,6,1,gastroenteritis,pathology,1,245.71,245.71,false,gastroenteritis; age 6; complexity 1; repeat visit; managed in setting,synthetic-v1
C0701003,P0289,VET-002,2025-08,regional,gp,cat,small,14,0,gastroenteritis,consult,1,205.76,205.76,false,gastroenteritis; age 14; complexity 0; managed in setting,synthetic-v1
C0701004,P0660,VET-002,2025-08,regional,gp,cat,small,10,2,otitis,cytology,1,145.54,145.54,false,otitis; age 10; complexity 2; managed in setting,synthetic-v1
C0701005,P1724,VET-002,2025-08,regional,gp,cat,large,10,1,gastroenteritis,pathology,1,244.77,244.77,false,gastroenteritis; age 10; complexity 1; managed in setting,synthetic-v1
C0701006,P1504,VET-002,2025-08,regional,gp,dog,mixed,8,2,otitis,consult,1,179.77,179.77,false,otitis; age 8; complexity 2; managed in setting,synthetic-v1
C0701007,P1715,VET-002,2025-08,regional,gp,dog,medium,14,1,dermatitis,consult,2,251.09,502.18,true,dermatitis; age 14; complexity 1; referral noted,synthetic-v1
C0701008,P0786,VET-002,2025-08,regional,gp,dog,medium,10,1,gastroenteritis,consult,1,225.72,225.72,false,gastroenteritis; age 10; complexity 1; managed in setting,synthetic-v1
C0701009,P0756,VET-002,2025-08,regional,gp,cat,medium,2,2,gastroenteritis,pathology,2,275.19,550.38,false,gastroenteritis; age 2; complexity 2; managed in setting,synthetic-v1
C0701010,P0427,VET-002,2025-08,regional,gp,dog,large,5,2,otitis,cytology,1,125.64,125.64,false,otitis; age 5; complexity 2; managed in setting,synthetic-v1
C0701011,P1046,VET-002,2025-08,regional,gp,dog,small,4,0,otitis,cytology,2,94.44,188.88,false,otitis; age 4; complexity 0; managed in setting,synthetic-v1
C0701012,P0475,VET-002,2025-08,regional,gp,cat,large,5,1,dermatitis,consult,1,181.20,181.20,false,dermatitis; age 5; complexity 1; managed in setting,synthetic-v1
C0701013,P0876,VET-002,2025-08,regional,gp,cat,small,9,1,gastroenteritis,consult,1,230.52,230.52,false,gastroenteritis; age 9; complexity 1; managed in setting,synthetic-v1
C0701014,P1471,VET-002,2025-08,regional,gp,dog,small,2,1,otitis,consult,1,179.02,179.02,false,otitis; age 2; complexity 1; managed in setting,synthetic-v1
C0701015,P1746,VET-002,2025-08,regional,gp,dog,small,10,2,gastroenteritis,consult,1,225.27,225.27,false,gastroenteritis; age 10; complexity 2; managed in setting,synthetic-v1
C0701016,P1867,VET-002,2025-08,regional,gp,dog,large,11,1,dermatitis,medication,1,183.89,183.89,false,dermatitis; age 11; complexity 1; managed in setting,synthetic-v1
C0701017,P2329,VET-002,2025-08,regional,gp,cat,small,1,0,otitis,consult,1,141.29,141.29,false,otitis; age 1; complexity 0; managed in setting,synthetic-v1
C0701018,P1866,VET-002,2025-08,regional,gp,cat,small,7,0,otitis,cytology,1,95.16,95.16,false,otitis; age 7; complexity 0; managed in setting,synthetic-v1
C0701019,P0915,VET-002,2025-08,regional,gp,cat,large,11,2,otitis,consult,1,228.15,228.15,false,otitis; age 11; complexity 2; managed in setting,synthetic-v1
C0701020,P0816,VET-002,2025-08,regional,gp,dog,small,6,0,gastroenteritis,pathology,1,199.68,199.68,true,gastroenteritis; age 6; complexity 0; repeat visit; referral noted,synthetic-v1
C0701021,P2151,VET-002,2025-08,regional,gp,dog,medium,1,0,gastroenteritis,pathology,1,205.89,205.89,false,gastroenteritis; age 1; complexity 0; managed in setting,synthetic-v1
C0701022,P0665,VET-002,2025-08,regional,gp,dog,mixed,14,1,gastroenteritis,pathology,1,251.41,251.41,false,gastroenteritis; age 14; complexity 1; repeat visit; managed in setting,synthetic-v1
C0701023,P0623,VET-002,2025-08,regional,gp,dog,small,9,1,gastroenteritis,pathology,1,238.72,238.72,true,gastroenteritis; age 9; complexity 1; referral noted,synthetic-v1
C0702000,P1664,VET-003,2025-08,rural,gp,cat,large,12,0,gastroenteritis,consult,1,201.08,201.08,true,gastroenteritis; age 12; complexity 0; referral noted,synthetic-v1
C0702001,P1623,VET-003,2025-08,rural,gp,dog,mixed,2,0,otitis,cytology,1,100.62,100.62,false,otitis; age 2; complexity 0; managed in setting,synthetic-v1
C0702002,P0425,VET-003,2025-08,rural,gp,dog,mixed,8,0,dermatitis,medication,1,160.58,160.58,false,dermatitis; age 8; complexity 0; repeat visit; managed in setting,synthetic-v1
C0702003,P1127,VET-003,2025-08,rural,gp,dog,large,12,1,otitis,cytology,1,127.54,127.54,true,otitis; age 12; complexity 1; repeat visit; referral noted,synthetic-v1
C0702004,P0089,VET-003,2025-08,rural,gp,cat,large,9,1,gastroenteritis,pathology,1,223.08,223.08,false,gastroenteritis; age 9; complexity 1; managed in setting,synthetic-v1
C0702005,P0867,VET-003,2025-08,rural,gp,dog,mixed,7,0,otitis,cytology,1,104.83,104.83,true,otitis; age 7; complexity 0; repeat visit; referral noted,synthetic-v1
C0702006,P1787,VET-003,2025-08,rural,gp,dog,large,4,0,dermatitis,consult,1,168.94,168.94,false,dermatitis; age 4; complexity 0; managed in setting,synthetic-v1
C0702007,P0889,VET-003,2025-08,rural,gp,dog,large,10,1,gastroenteritis,consult,1,242.19,242.19,false,gastroenteritis; age 10; complexity 1; managed in setting,synthetic-v1
C0702008,P1097,VET-003,2025-08,rural,gp,dog,small,7,0,dermatitis,consult,2,188.41,376.83,false,dermatitis; age 7; complexity 0; managed in setting,synthetic-v1
C0702009,P1340,VET-003,2025-08,rural,gp,dog,small,8,2,otitis,consult,1,218.47,218.47,false,otitis; age 8; complexity 2; managed in setting,synthetic-v1
C0702010,P0208,VET-003,2025-08,rural,gp,dog,small,3,1,dermatitis,medication,1,146.40,146.40,false,dermatitis; age 3; complexity 1; repeat visit; managed in setting,synthetic-v1
C0702011,P1697,VET-003,2025-08,rural,gp,dog,large,5,0,gastroenteritis,pathology,1,233.21,233.21,false,gastroenteritis; age 5; complexity 0; managed in setting,synthetic-v1
C0702012,P2027,VET-003,2025-08,rural,gp,dog,large,9,0,otitis,cytology,1,119.22,119.22,false,otitis; age 9; complexity 0; managed in setting,synthetic-v1
C0702013,P0272,VET-003,2025-08,rural,gp,cat,large,8,1,gastroenteritis,pathology,1,224.39,224.39,true,gastroenteritis; age 8; complexity 1; referral noted,synthetic-v1
C0702014,P1011,VET-003,2025-08,rural,gp,cat,large,1,1,gastroenteritis,pathology,2,249.83,499.66,false,gastroenteritis; age 1; complexity 1; managed in setting,synthetic-v1
C0702015,P1592,VET-003,2025-08,rural,gp,cat,large,9,2,dermatitis,consult,1,239.84,239.84,false,dermatitis; age 9; complexity 2; managed in setting,synthetic-v1
C0702016,P2313,VET-003,2025-08,rural,gp,cat,large,2,0,dermatitis,medication,1,150.47,150.47,false,dermatitis; age 2; complexity 0; managed in setting,synthetic-v1
C0702017,P0665,VET-003,2025-08,rural,gp,cat,large,14,0,otitis,consult,1,192.68,192.68,false,otitis; age 14; complexity 0; managed in setting,synthetic-v1
C0702018,P2347,VET-003,2025-08,rural,gp,dog,mixed,11,1,gastroenteritis,consult,1,265.01,265.01,false,gastroenteritis; age 11; complexity 1; managed in setting,synthetic-v1
C0702019,P0335,VET-003,2025-08,rural,gp,dog,mixed,11,1,dermatitis,medication,1,195.39,195.39,false,dermatitis; age 11; complexity 1; managed in setting,synthetic-v1
C0702020,P1385,VET-003,2025-08,rural,gp,cat,small,7,2,gastroenteritis,pathology,2,279.56,559.13,false,gastroenteritis; age 7; complexity 2; managed in setting,synthetic-v1
C0702021,P0842,VET-003,2025-08,rural,gp,dog,medium,2,1,otitis,consult,1,168.30,168.30,false,otitis; age 2; complexity 1; managed in setting,synthetic-v1
C0702022,P0383,VET-003,2025-08,rural,gp,cat,small,2,0,dermatitis,consult,1,172.22,172.22,false,dermatitis; age 2; complexity 0; managed in setting,synthetic-v1
C0702023,P1314,VET-003,2025-08,rural,gp,dog,large,13,0,gastroenteritis,pathology,1,285.03,285.03,false,gastroenteritis; age 13; complexity 0; managed in setting,synthetic-v1
C0703000,P1605,VET-004,2025-08,metro,emergency,dog,mixed,14,0,gastroenteritis,consult,1,280.48,280.48,true,gastroenteritis; age 14; complexity 0; referral noted,synthetic-v1
C0703001,P1309,VET-004,2025-08,metro,emergency,cat,medium,5,0,dermatitis,medication,2,179.08,358.16,true,dermatitis; age 5; complexity 0; referral noted,synthetic-v1
C0703002,P1289,VET-004,2025-08,metro,emergency,cat,medium,11,2,otitis,cytology,2,178.27,356.54,true,otitis; age 11; complexity 2; referral noted,synthetic-v1
C0703003,P1107,VET-004,2025-08,metro,emergency,dog,large,1,2,dermatitis,consult,1,248.01,248.01,true,dermatitis; age 1; complexity 2; referral noted,synthetic-v1
C0703004,P0322,VET-004,2025-08,metro,emergency,dog,mixed,5,0,otitis,consult,2,225.31,450.62,true,otitis; age 5; complexity 0; referral noted,synthetic-v1
C0703005,P0569,VET-004,2025-08,metro,emergency,dog,mixed,9,2,otitis,cytology,1,192.43,192.43,true,otitis; age 9; complexity 2; referral noted,synthetic-v1
C0703006,P1728,VET-004,2025-08,metro,emergency,dog,large,13,0,dermatitis,consult,1,285.85,285.85,true,dermatitis; age 13; complexity 0; referral noted,synthetic-v1
C0703007,P2142,VET-004,2025-08,metro,emergency,dog,medium,7,1,gastroenteritis,consult,1,258.35,258.35,true,gastroenteritis; age 7; complexity 1; referral noted,synthetic-v1
C0703008,P0490,VET-004,2025-08,metro,emergency,cat,small,2,0,gastroenteritis,pathology,1,257.06,257.06,true,gastroenteritis; age 2; complexity 0; referral noted,synthetic-v1
C0703009,P0049,VET-004,2025-08,metro,emergency,dog,large,6,0,gastroenteritis,consult,1,261.68,261.68,true,gastroenteritis; age 6; complexity 0; referral noted,synthetic-v1
C0703010,P0081,VET-004,2025-08,metro,emergency,cat,medium,11,0,otitis,consult,1,220.65,220.65,true,otitis; age 11; complexity 0; referral noted,synthetic-v1
C0703011,P1129,VET-004,2025-08,metro,emergency,cat,medium,10,0,otitis,consult,2,205.71,411.41,true,otitis; age 10; complexity 0; referral noted,synthetic-v1
C0703012,P0488,VET-004,2025-08,metro,emergency,cat,mixed,10,0,gastroenteritis,pathology,1,263.26,263.26,true,gastroenteritis; age 10; complexity 0; referral noted,synthetic-v1
C0703013,P0959,VET-004,2025-08,metro,emergency,dog,mixed,6,0,otitis,consult,2,233.56,467.12,true,otitis; age 6; complexity 0; referral noted,synthetic-v1
C0703014,P0386,VET-004,2025-08,metro,emergency,dog,medium,9,0,gastroenteritis,pathology,2,258.86,517.72,true,gastroenteritis; age 9; complexity 0; referral noted,synthetic-v1
C0703015,P1018,VET-004,2025-08,metro,emergency,cat,large,8,0,gastroenteritis,consult,1,227.76,227.76,true,gastroenteritis; age 8; complexity 0; referral noted,synthetic-v1
C0703016,P0508,VET-004,2025-08,metro,emergency,cat,large,4,0,gastroenteritis,consult,1,242.99,242.99,true,gastroenteritis; age 4; complexity 0; repeat visit; referral noted,synthetic-v1
C0703017,P0676,VET-004,2025-08,metro,emergency,cat,large,14,2,dermatitis,medication,2,252.75,505.50,true,dermatitis; age 14; complexity 2; referral noted,synthetic-v1
C0703018,P0920,VET-004,2025-08,metro,emergency,dog,medium,11,1,dermatitis,medication,1,237.01,237.01,true,dermatitis; age 11; complexity 1; referral noted,synthetic-v1
C0703019,P1884,VET-004,2025-08,metro,emergency,cat,small,6,0,otitis,consult,1,199.13,199.13,true,otitis; age 6; complexity 0; referral noted,synthetic-v1
C0703020,P2152,VET-004,2025-08,metro,emergency,dog,mixed,9,1,gastroenteritis,consult,2,275.13,550.27,true,gastroenteritis; age 9; complexity 1; referral noted,synthetic-v1
C0703021,P0254,VET-004,2025-08,metro,emergency,dog,large,12,1,otitis,cytology,1,163.94,163.94,true,otitis; age 12; complexity 1; referral noted,synthetic-v1
C0703022,P1694,VET-004,2025-08,metro,emergency,cat,large,12,0,otitis,cytology,1,148.79,148.79,true,otitis; age 12; complexity 0; referral noted,synthetic-v1
C0703023,P1981,VET-004,2025-08,metro,emergency,dog,medium,9,0,otitis,consult,2,196.95,393.90,true,otitis; age 9; complexity 0; referral noted,synthetic-v1
C0703024,P0336,VET-004,2025-08,metro,emergency,dog,small,13,0,otitis,cytology,1,166.95,166.95,true,otitis; age 13; complexity 0; referral noted,synthetic-v1
C0703025,P0871,VET-004,2025-08,metro,emergency,dog,medium,10,1,gastroenteritis,consult,2,281.32,562.63,true,gastroenteritis; age 10; complexity 1; referral noted,synthetic-v1
C0704000,P0599,VET-005,2025-08,regional,emergency,cat,medium,3,1,dermatitis,medication,1,214.50,214.50,true,dermatitis; age 3; complexity 1; referral noted,synthetic-v1
C0704001,P0590,VET-005,2025-08,regional,emergency,cat,large,7,0,otitis,consult,1,250.87,250.87,true,otitis; age 7; complexity 0; referral noted,synthetic-v1
C0704002,P2143,VET-005,2025-08,regional,emergency,cat,large,1,0,gastroenteritis,consult,1,256.14,256.14,true,gastroenteritis; age 1; complexity 0; referral noted,synthetic-v1
C0704003,P2226,VET-005,2025-08,regional,emergency,cat,medium,1,0,gastroenteritis,consult,2,265.23,530.45,true,gastroenteritis; age 1; complexity 0; referral noted,synthetic-v1
C0704004,P0051,VET-005,2025-08,regional,emergency,dog,mixed,5,1,dermatitis,medication,1,213.97,213.97,true,dermatitis; age 5; complexity 1; referral noted,synthetic-v1
C0704005,P0147,VET-005,2025-08,regional,emergency,cat,mixed,13,0,dermatitis,consult,1,278.75,278.75,true,dermatitis; age 13; complexity 0; referral noted,synthetic-v1
C0704006,P2114,VET-005,2025-08,regional,emergency,dog,small,14,0,gastroenteritis,consult,2,352.84,705.67,true,gastroenteritis; age 14; complexity 0; referral noted,synthetic-v1
C0704007,P0528,VET-005,2025-08,regional,emergency,dog,large,7,0,gastroenteritis,consult,1,227.35,227.35,true,gastroenteritis; age 7; complexity 0; referral noted,synthetic-v1
C0704008,P1875,VET-005,2025-08,regional,emergency,cat,mixed,6,1,otitis,cytology,2,161.27,322.53,true,otitis; age 6; complexity 1; referral noted,synthetic-v1
C0704009,P1627,VET-005,2025-08,regional,emergency,dog,medium,5,0,gastroenteritis,pathology,1,269.11,269.11,true,gastroenteritis; age 5; complexity 0; referral noted,synthetic-v1
C0704010,P1251,VET-005,2025-08,regional,emergency,dog,large,4,2,gastroenteritis,consult,1,353.88,353.88,true,gastroenteritis; age 4; complexity 2; referral noted,synthetic-v1
C0704011,P0015,VET-005,2025-08,regional,emergency,cat,mixed,11,1,dermatitis,medication,1,251.47,251.47,true,dermatitis; age 11; complexity 1; referral noted,synthetic-v1
C0704012,P1749,VET-005,2025-08,regional,emergency,cat,medium,3,1,dermatitis,medication,1,239.12,239.12,true,dermatitis; age 3; complexity 1; repeat visit; referral noted,synthetic-v1
C0704013,P1888,VET-005,2025-08,regional,emergency,cat,mixed,10,2,dermatitis,medication,2,261.73,523.47,true,dermatitis; age 10; complexity 2; referral noted,synthetic-v1
C0704014,P2344,VET-005,2025-08,regional,emergency,cat,large,14,0,gastroenteritis,consult,1,317.49,317.49,true,gastroenteritis; age 14; complexity 0; repeat visit; referral noted,synthetic-v1
C0704015,P1122,VET-005,2025-08,regional,emergency,cat,medium,3,0,dermatitis,medication,1,181.88,181.88,true,dermatitis; age 3; complexity 0; repeat visit; referral noted,synthetic-v1
C0704016,P1804,VET-005,2025-08,regional,emergency,dog,medium,13,1,dermatitis,consult,2,296.56,593.13,true,dermatitis; age 13; complexity 1; referral noted,synthetic-v1
C0704017,P2307,VET-005,2025-08,regional,emergency,dog,large,7,1,otitis,consult,1,224.14,224.14,true,otitis; age 7; complexity 1; referral noted,synthetic-v1
C0704018,P1010,VET-005,2025-08,regional,emergency,cat,mixed,11,0,gastroenteritis,pathology,1,282.31,282.31,true,gastroenteritis; age 11; complexity 0; repeat visit; referral noted,synthetic-v1
C0704019,P1505,VET-005,2025-08,regional,emergency,cat,small,10,1,otitis,cytology,2,167.85,335.70,true,otitis; age 10; complexity 1; referral noted,synthetic-v1
C0704020,P1080,VET-005,2025-08,regional,emergency,dog,medium,14,2,otitis,consult,1,384.72,384.72,true,otitis; age 14; complexity 2; referral noted,synthetic-v1
C0704021,P1409,VET-005,2025-08,regional,emergency,dog,mixed,5,0,gastroenteritis,pathology,2,299.15,598.30,true,gastroenteritis; age 5; complexity 0; repeat visit; referral noted,synthetic-v1
C0704022,P1535,VET-005,2025-08,regional,emergency,dog,large,10,0,gastroenteritis,consult,1,305.07,305.07,true,gastroenteritis; age 10; complexity 0; referral noted,synthetic-v1
C0704023,P0052,VET-005,2025-08,regional,emergency,dog,large,11,1,dermatitis,medication,1,237.09,237.09,true,dermatitis; age 11; complexity 1; referral noted,synthetic-v1
